N°Reportage,Date,Intitulé,Lieux,Photographe
,,Entretien avec Mahmoud Jibril,,
,,"et Ali Essaoui, chargés des",,
,,affaires internationales par le,,
,10/03/201,Conseil national libyen de,,
111950,1,transition,Élysée,P.Segrette
,,Entretien avec Georges,,
,10/03/201,"Papandréou, Premier ministre",,
111951,1,de la République hellénique,Élysée,P.Segrette
,11/03/201,,,
111952,1,Conseil Européen à Bruxelles,Belgique,P.Segrette
,,Déjeuner avec l'ensemble de,,
,14/03/201,l'équipe de France de handball et,,
111953,1,les membres de l'encadrement,Élysée,L.Blevennec
,,Entretien avec Hilary Rodham,,
,14/03/201,"Clinton, Secrétaire d'État des",,
111954,1,États-Unis d'Amérique,Élysée,L.Blevennec
,,Entretien avec les ONG,,
,14/03/201,participant au Grenelle de,,
111955,1,l'Environnement,Élysée,L.Blevennec
,14/03/201,Rencontre avec les ministres des,,
111956,1,affaires étrangères du G8,Élysée,Blevennec/Segrette
,,Déplacement à Lacour-de-Visa,,
,,et Lauzerte sur le thème de la,,
,15/03/201,modernisation des filières,,
111957,1,agricoles,Tarn-et-Garonne,P.Segrette
,,Discours du Président devant les,,
,,chefs d'entreprise du réseau,,
,16/03/201,"""Oséo Excellence"" au Grand",,
111958,1,Palais,Paris,L.Blevennec
,,Inauguration de l'École,,
,,Nationale Supérieur des,,
,17/03/201,Officiers de Sapeurs-Pompiers à,,
111960,1,Aix-en-Provence,Bouches du Rhône,L.Blevennec
,,Inauguration du nouveau siège,,
,18/03/201,de l'Organisation Internationale,,
111961,1,de la Francophonie à Paris,Paris,C.Alix
,,Entretien avec Mickaël Poillon,,
,18/03/201,avec une délégation de jeunes,,
111962,1,agriculteurs du Pas-de-Calais,Élysée,L.Blevennec
,19/03/201,,,
111964,1,Sommet de Paris sur la Libye,Élysée,L.Blevennec
,,Remise du rapport annuel du,,
,21/03/201,Médiateur de la République par,,
111965,1,Jean-Paul Delevoye,Élysée,P.Segrette
,,"Entretien avec Alpha Condé,",,
,23/03/201,Président de la République de,,
111966,1,Guinée,Élysée,C.Alix
,24/03/201,Réception de l'Académie des,,
111967,1,Sciences du G8-G20,Élysée,L.Blevennec
,24/03/201,,,
111968,1,Conseil Européen à Bruxelles,Belgique,C.Alix
,28/03/201,Réunion du Conseil stratégique,,
111969,1,de l'attractivité,Élysée,L.Blevennec
,28/03/201,Déjeuner avec des judokas,,
111970,1,français,Élysée,C.Alix
,30/03/201,,,
111972,1,Déplacement à Pékin et Nankin,Chine,C.Alix
,31/03/201,,,
111973,1,Déplacement à Tokyo,Japon,C.Alix
,,Entretien avec Bill Gates dans le,,
,04/04/201,cadre de la Présidence française,,
111974,1,du G20,Élysée,L.Blevennec
,,Déplacement à Licourt et Nesle,,
,05/04/201,sur le thème de l'avenir du,,
111975,1,transport fluvial,Oise,L.Blevennec
,06/04/201,Photographie des grands chefs,,
111977,1,cuisiniers,Élysée,P.Segrette
,06/04/201,Hommage national à Aimé,,
111978,1,Césaire au Panthéon,Paris,Segrette/Alix/Blevennec
111979,07/04/201,Déplacement à Issoire à,Puy-de-Dôme,P.Segrette
,1,l'occasion de la semaine de,,
,,l'Industrie,,
,,Entretien avec les ONG dans le,,
,07/04/201,cadre de la Présidence française,,
111980,1,du G8-G20,Élysée,L.Blevennec
,,"Entretien avec Boris Tadic,",,
,08/04/201,Président de la République de,,
111981,1,Serbie,Élysée,C.Alix
,12/04/201,Déplacement à Versailles sur le,,
111982,1,thème des professions libérales,Les Yvelines,P.Segrette
,,"Entretien avec Pascal Lamy,",,
,,Directeur général de,,
,13/04/201,l'Organisation Mondiale de,,
111984,1,Commerce,Élysée,C.Alix
,,Décoration collective : Yvette,,
,,"LEVY, Israël MEÏR LAU,",,
,,"Charles FINKEL, Jacques",,
,,"FINKEL, Georges",,
,,"KESTENBERG, David",,
,13/04/201,"PERLMUTTER, Ijo",,
111985,1,"SCHÄCHTER, Bernard HERZ",Élysée,Blevennec/Segrette
,,"Entretien avec David Cameron,",,
,13/04/201,Premier ministre du Royaume-,,
111987,1,Uni,Élysée,C.Alix
,,Déplacement à Bagnières de,,
,14/04/201,Luchon sur le thème de la,,
111988,1,prévention de l'échec scolaire,Haute-Garonne,C.Alix
,19/04/201,Déplacement à Charlesvilles-,,
111990,1,Mézières,Ardennes,P.Segrette
,20/04/201,Entretien avec le Conseil,,
111991,1,national de transition libyen,Élysée,P.Segrette
,,Déplacement au Havre sur le,,
,21/04/201,thème de la politique maritime,,
111992,1,de la France,Seine-Maritime,C.Alix
,,Entretien avec Mahmoud,,
,21/04/201,"Abbas, Président de l'Autorité",,
111993,1,palestinienne,Élysée,L.Blevennec
,22/04/201,Entretien avec les acteurs du,,
111994,1,numérique,Élysée,P.Segrette
,26/04/201,XXIX ème Sommet Franco-,,
111996,1,italien à Rome,Italie,L.Blevennec
,27/04/201,Installation du Conseil National,,
111997,1,du Numérique,Élysée,P.Segrette
,,Déjeuner avec les membres du,,
,27/04/201,bureau de la conférence des,,
111998,1,Présidents d'université,Élysée,L.Blevennec
,,"Entretien avec John Key,",,
,27/04/201,Premier ministre de Nouvelle-,,
111999,1,Zélande,Élysée,L.Blevennec
,28/04/201,Déplacement à Egletons sur le,,
112000,1,thème de la politique forestière,Corrèze,C.Alix
,28/04/201,"Entretien avec Yukiya Amano,",,
112001,1,Directeur général de l'AIEA,Élysée,L.Blevennec
,29/04/201,Remise du rapport annuel de la,,
112002,1,HALDE par Éric Moliné,Élysée,L.Blevennec
,29/04/201,Déjeuner avec le conseil de la,,
112004,1,création artistique,Élysée,L.Blevennec
,29/04/201,Cérémonie traditionnelle de,,
112005,1,remise du muguet,Élysée,L.Blevennec
,30/04/201,Visite de Carla Bruni-Sarkozy de,,
112006,1,"la "" Maison pour Tous """,Hauts-de-Seine,L.Blevennec
,,Remise du rapport du Contrôleur,,
,,général des lieux de privation de,,
,02/05/201,liberté par Jean-Marie,,
112007,1,DELARUE,Élysée,P.Segrette
,,Déjeuner avec les ONG,,
,02/05/201,participant au Grenelle de,,
112008,1,l'Environnement,Élysée,C.Alix
,,Déplacement à Gravelines,,
,03/05/201,consacré à la politique,,
112009,1,énergétique de la France,Nord,L.Blevennec
,,Hommage aux victimes,,
,03/05/201,françaises de l'attentat de,,
112010,1,Marrakech à ORLY,Val-de-Marne,P.Segrette
,,Entretien avec le Cheikh,,
,,Hamad bin Jassem AL,,
,,"THANI, Premier ministre et",,
,03/05/201,ministre des Affaires étrangères,,
112011,1,du Qatar,Élysée,C.Alix
,,Entretien avec Yousouf Raza,,
,,"GILANI, Premier ministre de la",,
,04/05/201,République islamique du,,
112012,1,Pakistan,Élysée,C.Alix
,,Remise d'un rapport par Yves,,
,,LACHAUD sur le traitement,,
,05/05/201,judiciaire de la délinquance des,,
112013,1,mineurs,Élysée,C.Alix
,,Déplacement à Fontainebleau,,
,05/05/201,consacré à l'amélioration des,,
112014,1,soins hospitaliers de proximité,Seine-et-Marne,P.Segrette
,,Entretien avec Benjamin,,
,05/05/201,"Netanyahou, Premier Ministre",,
112015,1,d'Israël,Élysée,C.Alix
,08/05/201,Dépôt de gerbe à la statue du,,
112016,1,Général de Gaulle,Paris,P.Segrette
,,Déplacement à Port Louis à,,
,08/05/201,l'occasion du 66ème anniversaire,,
112017,1,de la Victoire du 8 Mai 1945,Morbihan,C.Alix/L.Blevennec
112018,09/05/201,Rencontre avec les ministres de,Élysée,P.Segrette
,1,l'Intérieur du G8 élargi dans le,,
,,cadre de la conférence,,
,,ministérielle sur la lutte contre le,,
,,trafic de drogue transatlantique,,
,,6ème journée de,,
,,commémoration nationale des,,
,,"mémoires de la traite négrière,",,
,,de l'esclavage et de leurs,,
,10/05/201,abolitions au jardin du,,
112019,1,Luxembourg,Paris,P.Segrette
,11/05/201,Déjeuner avec les chefs,,
112020,1,d'entreprise bretons,Élysée,P.Segrette
,11/05/201,Réunion de avec les,,
112021,1,représentants de la filière pêche,Élysée,P.Segrette
,,Déplacement à Héricourt pour,,
,12/05/201,visiter l'exploitation agricole de,,
112022,1,Mickaël Poillion,Pas-de-Calais,P.Segrette
,,Entretien avec José Manuel,,
,12/05/201,"Barroso, Président de la",,
112023,1,Commission européenne,Élysée,C.Alix
,13/05/201,"Entretien avec Frédéric Nihous,",,
112024,1,président de CPNT,Élysée,P.Segrette
,13/05/201,"Déjeuner avec Lee Myung-Bak,",,
112025,1,Président de Corée,Élysée,P.Segrette
,,Entretien avec M. Mahmoud,,
,,"Jibril, Premier ministre du",,
,14/05/201,Conseil national de transition,,
112026,1,libyen,Élysée,P.Segrette
,,Hommage aux policiers morts,,
,16/05/201,pour le France à Neuilly-sur-,,
112027,1,Seine,Hauts-de-Seine,L.Blevennec
,,Déplacement à Laneuveville-,,
,,devant-Nancy et Nancy sur le,,
,17/05/201,thème du développement de,,
112028,1,l’emploi et du travail des seniors,Meurthe-et-Moselle,L.Blevennec
,,Déplacement de Carla Bruni-,,
,,Sarkozy au Centre Georges,,
,17/05/201,"POMPIDOU ""Sortir de",,
112030,1,"l'illettrisme """,Élysée,P.Segrette
,,Déjeuner avec Béji CAID,,
,18/05/201,"ESSEBSI, Premier ministre de",,
112031bis,1,Tunisie,Élysée,L.Blevennec
,,Décoration collective: Jean-,,
,,"Michel DARROIS, Michèle",,
,,"SAINT-MARC, Jean-Baptiste",,
,,"GRANGE, Philippe JUVIN,",,
,,"Jean-Pierre LE RIDANT,",,
,,"Myriam FEUNE de COLOMBI,",,
,,"Paulette LAUBIE, Antoinette",,
,18/05/201,"FOUQUE, François FALLETTI,",,
112032,1,Annick du ROSCOÄT,Élysée,P.Segrette/L.Blevennec
112033,19/05/201,Déplacement à Londe-les-,Var,C.Alix
,,Maures pour l'inauguration de la,,
,,brigade de gendarmerie et,,
,,l'assemblée générale des maries,,
,1,du Var à Bormes-les-Mimosas,,
,,Entretien avec le Prince héritier,,
,,"d'Abou Dabi, Cheikh",,
,20/05/201,Mohammed Bin Zayed Al,,
112034,1,Nahyan,Élysée,P.Segrette
,,Déplacement en Côte d'Ivoire à,,
,,l'occasion de la cérémonie,,
,21/05/201,d'investiture de Alassane,,
112035,1,Dramane Ouattara,Côte d'Ivoire,L.Blevennec
,,Ouverture de la conférence du,,
,,G20 consacrée au renforcement,,
,23/05/201,de la dimension sociale de la,,
112036,1,mondialisation,Paris,C.Alix
,24/05/201,,,
112037,1,Forum e-G8 aux Tuileries,Paris,C.Alix
,,Déjeuner de travail avec des,,
,,chefs d'entreprise et des,,
,,personnalités du secteur de,,
,24/05/201,"l'internet, participant au e-G8",,
112038,1,Forum,Élysée,P.Segrette
,,Entretien avec Mark,,
,25/05/201,Zuckerberg président-directeur,,
112039,1,général de Facebook,Élysée,P.Segrette
,25/05/201,"Déjeuner avec Naoto Kan,",,
112040,1,Premier Ministre du Japon,Élysée,P.Segrette
,26/05/201,,,
112041,1,Sommet du G8-G20 à Deauville,Calvados,C.Alix/L.Blevennec
,,Remise du rapport annuel de,,
,,l'Autorité des Marchés,,
,30/05/201,Financiers par Jean-Pierre,,
112043,1,"Jouyet, président de l'AMF",Élysée,L.Blevennec
,,Entretien avec Jean-Claude,,
,30/05/201,"Juncker, Premier ministre du",,
112044,1,Luxembourg,Élysée,L.Blevennec
,31/05/201,Déplacement au Petit-Bornand et,,
112045,1,sur le plateau des Glières,Haute-Savoie,P.Segrette/L.Blevennec
,,"Entretien avec Donald TUSK,",,
,03/06/201,Premier ministre de la,,
112047,1,République de Pologne,Élysée,L.Blevennec
,,Remise du rapport du comité,,
,,national de suivi du,,
,,développement des soins,,
,06/06/201,palliatifs par le professeur Régis,,
112049,1,AUBRY,Élysée,P.Segrette
112050,06/06/201,Remise des lettres de créance:,Élysée,P.Segrette
,1,"Belgique, Birmanie, Burundi,",,
,,"Colombie, Islande, Pérou,",,
,,"Argentine, Guinée Bissao,",,
,,"Guinée, Belize, Trinité-et-",,
,,"Tobago, Maldives, Swaziland,",,
,,"Vanuatu, Botswana",,
,06/06/201,Prises d'armes de printemps aux,,
112052,1,Invalides,Paris,P.Segrette/L.Blevennec
,,Déplacement à Myennes et,,
,07/06/201,Cosne-Cours-sur-Loire sur le,,
112053,1,thème de l'exportation,Nièvre,P.Segrette
,,Remise du rapport sur le,,
,,renforcement de l'efficacité de,,
,,l'exécution des peines par Éric,,
,07/06/201,"Ciotti, député des Alpes-",,
112055,1,Maritimes,Élysée,L.Blevennec
,,Remise du rapport sur la,,
,,scolarisation des enfants,,
,08/06/201,"handicapés par Paul BLANC,",,
112057,1,sénateur des Pyrénées-Orientales,Élysée,C.Alix
,,Discours à l'occasion de la,,
,,conférence nationale du,,
,08/06/201,handicap au centre Georges,,
112059,1,Pompidou,Paris,P.Segrette
,,Déplacement à La,,
,09/06/201,Rochefoucauld sur les,,
112060,1,conséquences de la sécheresse,Charente,C.Alix
,,Remise du rapport annuel de la,,
,09/06/201,Banque de France par Christian,,
112061,1,Noyer,Élysée,P.Segrette
,10/06/201,Entretien avec le père du Gilah,,
112063,1,Shalit,Élysée,P.Segrette
,,Intervention à l'occasion de la,,
,10/06/201,3ème rencontre internationale de,,
112064,1,recherche biomédicale,Élysée,P.Segrette
,14/06/201,,,
112066,1,Conseil Européen à Bruxelles,Belgique,P.Segrette
,,Déjeuner avec Herman Van,,
,15/06/201,"Rompuy, Président du Conseil",,
112067,1,Européen,Élysée,C.Alix
,,Décoration collective: Ali Bin,,
,,"Fetais AL MARRI, Jean-Pierre",,
,,"BLANC, Jean-Bernard",,
,,"CAZALAA ,Thérèse LUONG,",,
,,"Yolla ABOU-HAÎDAR,",,
,,"Françoise ESLINGER, Édith LE",,
,,"ROCHAIS, Jacques CAEN,",,
,15/06/201,"Catherine BRECHIGNAC,",,
112068,1,Renaud CAPUÇON,Élysée,C.Alix/L.Blevennec
,,Ouverture d'un rassemblement,,
,16/06/201,d'organisations agricoles et,,
112069,1,paysannes mondiales à l'OCDE,Paris,P.Segrette
,,Entretien avec Rodolphe,,
,16/06/201,"Alexandre, président du Conseil",,
112070,1,régional de la Guyane,Élysée,C.Alix
,,Remise du rapport du sénateur,,
,,Éric DOLIGÉ sur la,,
,,simplification des normes,,
,16/06/201,concernant les collectivités,,
112071,1,locales,Élysée,C.Alix
,17/06/201,Rencontre avec Angela Merkel à,,
112074,1,Berlin,Belgique,C.Alix
,,Commémoration du 71ème,,
,18/06/201,anniversaire de l'appel du 18,,
112075,1,Juin au Mont Valérien,Hauts-de-Seine,C.Alix
,,Inauguration du 49ème Salon,,
,20/06/201,International de l'Aéronautique,,
112077,1,et de l'Espace au Bourget,Seine-Saint-Denis,P.Segrette
,,Déplacement à La Canourgue,,
,,sur les thèmes de la réforme de,,
,,l’école élémentaire et de la,,
,21/06/201,maîtrise des savoirs,,
112079,1,fondamentaux,Lozère,L.Blevennec
,,Entretien avec Vladimir,,
,21/06/201,"Poutine, Premier Ministre de",,
112080,1,Russie,Élysée,L.Blevennec
,,Intervention de M. le Président,,
,,de la République à l'occasion du,,
,22/06/201,colloque organisé par,,
112081,,,Élysée,
,1,l'association Georges Pompidou,,
,,pour le centenaire de sa,,
,,naissance,,P.Segrette
,,Discours de M. le Président de la,,
,22/06/201,,,
,,République devant les ministres,,
,1,,,
112083,,de l'Agriculture du G20,Élysée,L.Blevennec
,23/06/201,Déplacement à Plaisir sur le,,
112084,1,thème de l'absentéisme scolaire,Les Yvelines,P.Segrette
,23/06/201,,,
112086,1,Conseil Européen à Bruxelles,Belgique,C.Alix
,,Conférence de presse de M. le,,
,27/06/201,,,
,,Président de la République sur,,
,1,,,
112087,,les investissements d'avenir,Élysée,P.Segrette
,,Déplacement à Loué et Sablé-,,
,28/06/201,sur-Sarthe sur le thème des,,
,1,enjeux liés à la qualité et à la,,
112090,,sécurité de l’alimentation,Sarthe,P.Segrette
,,Entretien avec Mahmoud,,
,28/06/201,"JIBRIL, Premier ministre du",,
,1,Conseil national de transition,,
112091,,libyen,Élysée,C.Alix
,30/06/201,Déplacement à Damazan et,,
112096,1,Brax,Lot-et-Garonne,P.Segrette
,,Entretien avec Cheikh Salman,,
,01/07/201,,,
,,"Bin Hamad bin Isa Al Khalifa,",,
,1,,,
112097,,Prince héritier de Bahreïn,Élysée,P.Segrette
,,Cérémonie du mariage religieux,,
,02/07/201,du Prince Albert II de Monaco,,
,1,et de Charlene WITTSTOCK à,,
112098,,Monaco,Monaco,P.Segrette
,,Déplacement à Montboudif à,,
,05/07/201,l'occasion du centième,,
,1,anniversaire de la naissance de,,
112099,,Georges Pompidou,Cantal,C.Alix
,,"Entretien avec He Guoqiang,",,
,05/07/201,Membre du Comité permanent,,
,1,du bureau politique du Parti,,
112100,,communiste chinois,Élysée,L.Blevennec
,,Remise du rapport sur la,,
,,simplification à l'égard des,,
,06/07/201,,,
,,acteurs de la vie économique par,,
,1,,,
,,"Jean-Luc WARSMANN,",,
112101,,député des Ardennes,Élysée,L.Blevennec
,,Déjeuner avec Mahamadou,,
,06/07/201,,,
,,"ISSOUFOU, Président de la",,
,1,,,
112102,,République du Niger,Élysée,C.Alix
,,Décoration collective: Nicole LE,,
,,"DOUARIN, Pierre GASCO,",,
,,"Philippe HOUZÉ, Jeannie",,
,,"LONGO, Liliane DALIGAND,",,
,06/07/201,Serge BROSOLO,,
,1,Christine GIRAUD-SAUVEUR,,
,,Anna WINTOUR,,
,,Hubert BLANC,,
,,Bernard NIQUET,,
112103,,Erard CORBIN DE MANGOUX,Élysée,P.Segrette/L.Blevennec
,07/07/201,Point presse de Valérie Pécresse,,
112105,1,Porte-parole du Gouvernement,Élysée,P.Segrette
,,Déplacement à la Pointe de,,
,07/07/201,Dinan et Crozon sur l'action du,,
,1,gouvernement en faveur de la,,
112106,,protection du littoral et de la mer,Finistère,L.Blevennec
,,Remise d'un rapport par André,,
,13/07/201,,,
,,"TRILLARD, Sénateur de Loire-",,
,1,,,
112108,,Atlantique,Élysée,C.Alix
,13/07/201,Déjeuner avec des entrepreneurs,,
112109,1,alsaciens,Élysée,L.Blevennec
,14/07/201,,,
112111,1,Cérémonie du 14 Juillet,Paris,C.Alix/L.Blevennec
,14/07/201,,,
112112,1,Conseil de défense,Élysée,P.Segrette
112113,14/07/201,Déjeuner avec des militaires,Élysée,P.Segrette
,1,français intervenus sur des,,
,,opérations extérieures dans le,,
,,courant de l'année,,
,18/07/201,Retour des cercueils des soldats,,
112115,1,français à Orly,Val-de-Marne,P.Segrette
,19/07/201,Hommage aux militaires aux,,
112116,1,invalides,Paris,C.Alix/L.Blevennec
,20/07/201,Rencontre avec une délégation,,
112118,1,libyenne de Misrata,Élysée,P.Segrette
,20/07/201,Discours Alzheimer - Porte de,,
112119,1,Versailles,Paris,P.Segrette
,,Rencontre avec Angela,,
,20/07/201,"MERKEL, Chancelière de la",,
,1,République Fédérale,,
112120,,d'Allemagne à Berlin,Allemagne,P.Segrette
,21/07/201,,,
112121,1,Conseil Européen à Bruxelles,Belgique,P.Segrette
,,Réception à l'Élysée des,,
,24/07/201,,,
,,cyclistes français et managers du,,
,1,,,
112122,,Tour de France,Élysée,P.Segrette
,,Déjeuner avec Bernard,,
,25/07/201,,,
,,ACCOYER et Gérard,,
,1,,,
112123,,LARCHER,Élysée,C.Alix
,,Remise du rapport sur la gestion,,
,25/07/201,de la Présidence de la,,
,1,République par Didier,,
112125,,MIGAUD,Élysée,L.Blevennec
,,Point presse de Christian,,
,25/07/201,,,
,,"Frémont, directeur de cabinet de",,
,1,,,
112126,,la Présidence,Élysée,C.Alix
,26/07/201,,,
112127,1,Déplacement au Cap D'Agde,Val-de-Marne,C.Alix
,,Entretien avec Dimiris,,
,26/07/201,,,
,,"CHRISTOFIAS, Président de la",,
,1,,,
112128,,République de Chypre,Élysée,L.Blevennec
,,Réception de membres du,,
,26/07/201,cabinet (non versé par Service,,
,1,photo mais intégré à partir d'un,,
112129,,cd du fonds BBO),Élysée,C.Alix
,27/07/201,Déjeuner avec le Roi Abdallah,,
112130,1,II de Jordanie,Élysée,C.Alix
,28/07/201,Rénovation des salons et de la,,
112131,1,façade du Palais de l'Élysée,Élysée,Alix/Segrette/Blevennec
,,Déplacement à Chateauneuf-du-,,
,,Pape et Beaumes-de-Venise sur,,
,28/07/201,,,
,,le thème des perspectives,,
,1,,,
,,d’avenir de la viticulture,,
112132,,française,Vaucluse,C.Alix
,,Réunion de travail sur la,,
,10/08/201,,,
,,situation économique et,,
,1,,,
112133,,financière,Élysée,C.Alix
,12/08/201,Déplacement sur le Porte-avions,,
112134,1,Charles de Gaulles à Toulon,Var,C.Alix
,16/08/201,Déjeuner de travail avec,,
112135,1,François FILLON,Élysée,C.Alix
,,Entretien avec Angela,,
,16/08/201,,,
,,"MERKEL, Chancelière de la",,
,1,,,
112136,,république Fédérale d'Allemagne,Élysée,C.Alix
,,Entretien avec Mahmoud,,
,24/08/201,"JIBRIL, Premier ministre du",,
,1,Conseil national de transition,,
112138,,libyen,Élysée,C.Alix
,,"Entretien avec HU Jintao,",,
,,Président de la République,,
,25/08/201,,,
,,populaire de Chine au Grand,,
,1,,,
,,Palais du Peuple suivi d'un diner,,
112139,,de travail à Pékin,Chine,L.Blevennec
,,"Déplacement à Nouméa, Koné,",,
,26/08/201,,,
,,"Presqu'île de Nouville et Paîta,",,
,1,,,
112140,,ouverture des jeux du pacifique,Nouvelle-Calédonie,L.Blevennec
,31/08/201,Ouverture de la XIXème,,
112141bis,1,conférence des Ambassadeurs,Élysée,L.Blevennec
,01/09/201,Conférence internationale pour,,
112142,1,le soutien de la Libye nouvelle,Élysée,P.Segrette/L.Blevennec
,,Déplacement à Sainte-,,
,02/09/201,,,
,,Marguerite sur le thème de,,
,1,,,
112143,,l'emploi,Les Vosges,L.Blevennec
,,Entretien avec Anders Fogh,,
,02/09/201,,,
,,"Rasmusse, Secrétaire Général de",,
,1,,,
112144,,l'OTAN,Élysée,L.Blevennec
,,Entretien avec sa Béatitude,,
,05/09/201,"Monseigneur Bechara RA'I,",,
,1,Patriarche maronite d'Antioche,,
112145,,et de tout l'Orient,Élysée,P.Segrette
,06/09/201,Déplacement à La Fouillouse,,
112146,1,sur le thème du transport routier,la Loire,P.Segrette
,,Inauguration de la LGV Rhin-,,
,08/09/201,Rhône et de la célébration des 30,,
,1,ans du TGV à Besançon et,,
112149,,Belfort-Montbéliard,Côte d'or,P.Segrette
,,Cérémonie commémorative du,,
,09/09/201,,,
,,11 septembre 2001 à,,
,1,,,
112150,,l'ambassade des États-Unis,Paris,P.Segrette
,,Consultations de M. le Président,,
,09/09/201,de la République sur le G20 avec,,
,1,"le club de Madrid, à l'occasion",,
112151,,d'un déjeuner,Élysée,P.Segrette
,,Rencontre de M. le Président de,,
,09/09/201,,,
,,la République avec les présidents,,
,1,,,
112152,,d'Assemblées des pays du G8,Élysée,P.Segrette
112154,12/09/201,"Déjeuner avec Paul KAGAME,",Élysée,L.Blevennec
,,Président de la République du,,
,1,,,
,,RWANDA,,
,,Célébration des promotions de,,
,12/09/201,,,
,,boursiers de la Fondation Carla,,
,1,,,
112155,,Bruni-Sarkozy,Paris,P.Segrette
,,Entretien avec  les membres du,,
,12/09/201,,,
,,Haut Comité d'Évaluation de la,,
,1,,,
112156,,Condition Militaire,Élysée,L.Blevennec
,,Entretien avec Shivshankar,,
,12/09/201,,,
,,"MENON, Conseiller indien pour",,
,1,,,
112157,,la sécurité nationale,Élysée,L.Blevennec
,,Déplacement sur le thème de sur,,
,13/09/201,l’amélioration de l’exécution des,,
,1,peines à Combs-la-Ville et,,
112158,,Réau,Seine-et-Marne,P.Segrette
,,Entretien avec Herman VAN,,
,13/09/201,,,
,,"ROMPUY, Président du Conseil",,
,1,,,
112160,,Européen,Élysée,L.Blevennec
,,Remise du rapport de Jean-,,
,,Jacques de PERETTI sur les,,
,13/09/201,,,
,,schémas d'organisation des,,
,1,,,
,,compétences entre départements,,
112161,,et régions,Élysée,P.Segrette
,,Entretien avec Christina de,,
,14/09/201,,,
,,"Kirchner, Présidente de la",,
,1,,,
112162,,République d'Argentine,Élysée,P.Segrette
,,Remise du rapport sur l'insertion,,
,14/09/201,économique des bénéficiaires du,,
,1,RSA par Marc-Philippe,,
112163,,DAUBRESSE,Élysée,P.Segrette
,,Décoration collective: Jacqueline,,
,,"SOCQUET-CLERC LAFONT,",,
,,"Pierre GODÉ, Catherine",,
,,"LACOSTE, Lily SAFRA, Denis",,
,14/09/201,,,
,,"MASSEGLIA, Antoine",,
,1,,,
,,"BOURRILLON, Rodolphe",,
,,"ALEXANDRE, Huguette",,
,,"CIVET, Annie LESUR, Jean-",,
112164,,François MICHEL,Élysée,P.Segrette/L.Blevennec
,15/09/201,Déplacement à Tripoli et,,
112165,1,Benghazi,Libye,P.Segrette/L.Blevennec
,,Déplacement à,,
,16/09/201,Oberhausbergen l'occasion de,,
,1,la finale nationale et européenne,,
112166,,des labours,Bas-Rhin,P.Segrette
,,Entretien avec Pedro PASSOS,,
,16/09/201,,,
,,"COELHO, Premier Ministre du",,
,1,,,
112167,,Portugal,Élysée,P.Segrette
,17/09/201,Journées Européennes du,,
112168,1,patrimoine,Élysée,Alix/Segrette/Blevennec
,,Visite de l'Hôtel de la Marine en,,
,,compagnie de Valéry,,
,19/09/201,,,
,,GISCARD D'ESTAING à,,
,1,,,
,,l'occasion de la remise de son,,
112169,,rapport,Élysée,C.Alix
,,"Entretien avec M. Nazarbaev,",,
,19/09/201,,,
,,Président de la République du,,
,1,,,
112170,,Kazakhstan,Élysée,C.Alix
,,66 ème Assemblée Générale des,,
,20/09/201,,,
,,Nations-Unies - Sommet sur la,,
,1,,,
112172,,Libye à New-York,États-Unis,C.Alix
,,"Entretien avec Dai Bingguo,",,
,23/09/201,Conseiller d'État chinois en,,
,1,charge des Affaires étrangères,,
112176,,(Christelle Alix),Élysée,C.Alix
,,Déplacement à Nantes à,,
,24/09/201,,,
,,l'occasion du 118ème congrès,,
,1,,,
112177,,national des sapeurs-pompiers,Loire-Atlantique,C.Alix
,,Cérémonie à l'Hôtel national des,,
,,Invalides à l'occasion de la,,
,25/09/201,,,
,,journée nationale d'hommage,,
,1,,,
,,aux harkis et autres membres des,,
112178,,formations supplétives,Paris,C.Alix
,,Discours à l'université,,
,,Panthéon-Assas à l'occasion du,,
,26/09/201,,,
,,colloque sur la réforme des,,
,1,,,
,,universités organisé par l'Institut,,
112179,,Montaigne,Paris,L.Blevennec
,,"Entretien avec Lula Da Silva,",,
,26/09/201,,,
,,ancien Président de la,,
,1,,,
112180,,République Fédérative du Brésil,Élysée,C.Alix
,,Entretien avec les syndicats,,
,26/09/201,médicaux signataires de la,,
,1,nouvelle convention médicale et,,
112181,,les responsables de l'UNCAM,Élysée,C.Alix
,,Discours à l’occasion de la,,
,26/09/201,,,
,,réunion des ministres du travail,,
,1,,,
112182,,et de l’emploi du G20,Élysée,L.Blevennec
,,Déplacement sur le thème de la,,
,27/09/201,chimie et les carburants verts,,
,1,dans le cadre des investissements,,
112183,,d'avenir à Venette,Oise,L.Blevennec
,,Entretien avec Cheikh,,
,27/09/201,Mohammed Bin Zayed AL,,
,1,"NAHYAN, Prince héritier",,
112184,,d'ABOU DABI,Élysée,L.Blevennec
,28/09/201,Réunion de mobilisation des,,
112185,1,préfets de région sur l'emploi,Élysée,P.Segrette
112186,28/09/201,Entretien avec Serge,Élysée,L.Blevennec
,1,"SARKISSIAN, Président de la",,
,,République d'Arménie,,
,,Décoration collective: Claude,,
,,Lanzmann,,
,,Yvette Horner,,
,,Pierre Tchernia,,
,,Véronique Cayla,,
,28/09/201,Humbert Ibach,,
,1,Robert Castel,,
,,Madeleine Chapsal,,
,,Julia Kristeva,,
,,Euzhan Palcy,,
,,Gilbert Montagné,,
112187,,Niels Arestrup,Élysée,P.Segrette/C.Alix
,,Déplacement de Monsieur le,,
