N°Reportage,Date,Intitulé,Lieux,Photographe
,,Président de la République et de,,
,28/09/201,Son Excellence Serge,,
,1,SARKISSIAN à l’occasion du,,
,,concert de Charles AZNAVOUR,,
112188,,à l'Olympia,Paris,L.Blevennec
,,Déplacement à l’occasion du,,
,,lancement des travaux de,,
,29/09/201,,,
,,construction de la ligne,,
,1,,,
,,ferroviaire à grande vitesse,,
112189,,Tanger-Casablanca,Maroc,L.Blevennec
,30/09/201,Réunion de suivi du plan,,
112190,1,Alzheimer,Élysée,L.Blevennec
,30/09/201,Remise de la Médaille de la,,P.Segrette /
112191,1,famille,Élysée,L.Blevennec
,,Entretien avec Georges,,
,30/09/201,,,
,,"PAPANDREAOU, Premier",,
,1,,,
112193,,Ministre grec,Élysée,L.Blevennec
,,Réunion  de Bilan avec les,,
,,associations de personnes,,
,03/10/201,,,
,,handicapées sur,,
,1,,,
,,l'accompagnement des enfants,,
112194,,handicapés à l'école,Élysée,P.Segrette
,,Déplacement dans le cadre du,,
,04/10/201,classement au patrimoine,,
,1,mondial de l'UNESCO des,,
112195,,Causses et des Cévennes,Gard,P.Segrette
,05/10/201,Cérémonie des trophées,,
112198,1,P.E.P.I.T.E,Élysée,L.Blevennec
,,Rencontre avec les présidents de,,
,,l'Organisation Internationale de,,
,05/10/201,,,
,,la Francophonie (OIF) et du,,
,1,,,
,,Commonwealth dans le cadre de,,
112200,,la présidence française du G20,Élysée,C.Alix
,06/10/201,,,
112201,1,Déplacement à Erevan,Arménie,P.Segrette
112203,07/10/201,Déplacement en Azerbaïdjan,Azerbaïdjan,P.Segrette
,1,,,
,07/10/201,,,
112204,1,Déplacement à Tbilissi,Géorgie,P.Segrette
,,Entretien avec Christine,,
,08/10/201,,,
,,"LAGARDE, directrice générale",,
,1,,,
112205,,du FMI,Élysée,P.Segrette
,,Rencontre avec Angela,,
,09/10/201,"MERKEL, Chancelière de la",,
,1,République Fédérale,,
112206,,d'Allemagne à Berlin,Allemagne,P.Segrette
,,"Ouverture du colloque "" Le",,
,10/10/201,,,
,,"Grand Paris, 4 ans après"" à la",,
,1,,,
112207,,Cité de l'architecture,Paris,C.Alix
,,Réception des acteurs de la lutte,,
,,"contre le cancer du sein, à",,
,10/10/201,,,
,,"l'occasion d'octobre rose, mois",,
,1,,,
,,du dépistage contre le cancer du,,
112208,,sein,Élysée,C.Alix
,,Entretien avec Antoni MARTÍ,,
,,"PETIT, Chef du Gouvernement",,
,,"de la Principauté d'Andorre, et",,
,10/10/201,,,
,,"Vicenç MATEU ZAMORA,",,
,1,,,
,,Syndic Général (Président du,,
,,Parlement) de la Principauté,,
112209,,d'Andorre,Élysée,L.Blevennec
,,"Déplacement à La Villetelle,",,
,11/10/201,Néoux et Aubusson sur la,,
,1,politique en faveur des territoires,,
112211,,ruraux,Creuse,C.Alix
,12/10/201,Déjeuner avec des entrepreneurs,,
112212,1,de la région Aquitaine,Élysée,C.Alix
,,Décoration collective: Hélène,,
,,"GISSEROT, Francine LECA,",,
,,"Francis SZPINER, Thierry",,
,12/10/201,"CORNILLET, Marie-Odile",,
,1,"DESANA, Florence LEGROS,",,
,,"Abdelkader ACHEBOUCHE,",,
,,"Radu MIHAILEANU, Christian",,
112213,,"DEYDIER, Christiane BEBEAR",Élysée,C.Alix/L.Blevennec
,,Inauguration du centre,,
,13/10/201,,,
,,"Pompidou mobile, premier",,
,1,,,
112214,,musée itinérant à Chaumont,Haute-Marne,C.Alix
,,Rencontre avec la délégation,,
,13/10/201,,,
,,"française du ""G20 Yes"" (Young",,
,1,,,
112216,,Entrepreneur Summit),Élysée,P.Segrette
,,Entretien avec Mahmoud,,
,14/10/201,,,
,,"ABBAS, Président de l'Autorité",,
,1,,,
112218,,nationale Palestinienne,Élysée,P.Segrette
112219,14/10/201,Déjeuner avec Wolfgang,Élysée,C.Alix
,1,"SCHAUBLE, Ministre des",,
,,finances de la République,,
,,Fédérale d'Allemagne,,
,,Entretien avec José Manuel,,
,14/10/201,,,
,,"BARROSO, Président de la",,
,1,,,
112220,,commission européenne,Élysée,L.Blevennec
,,"Entretien avec Mark RUTTE,",,
,17/10/201,,,
,,Premier Ministre du Royaume,,
,1,,,
112222,,des Pays-Bas,Élysée,L.Blevennec
,,Déplacement à Nice sur le thème,,
,18/10/201,,,
,,de la formation et de l'insertion,,
,1,,,
112223,,professionnelle des jeunes,Alpes-Maritimes,L.Blevennec
,19/10/201,"Entretien avec Celso AMORIM,",,
112225,1,Ministre Brésilien de la Défense,Élysée,P.Segrette
,,Rencontre avec Angela,,
,19/10/201,"MERKEL, Chancelière de la",,
,1,République Fédérale,,
112226,,d'Allemagne à Francfort,Allemagne,L.Blevennec
,,Déplacement à Changé  à,,
,20/10/201,,,
,,l’occasion du 4ème anniversaire,,
,1,,,
112227,,du Grenelle de l’Environnement,Mayenne,P.Segrette
,,Visio-conférence avec David,,
,20/10/201,,,
,,"Cameron, Angela Merkel et",,
,1,,,
112229,,Barack Obama,Élysée,P.Segrette
,,Discours à l'occasion de la,,
,,conférence de la présidence,,
,21/10/201,,,
,,française du G20 sur le,,
,1,,,
,,"développement, au centre de",,
112231,,conférence la Convention,Paris,P.Segrette
,21/10/201,Réunion de travail avec les,,
112232,1,chasseurs et les pêcheurs,Élysée,P.Segrette
,22/10/201,,,
112234,1,Conseil Européen à Bruxelles,Belgique,L.Blevennec
,,Déplacement à Carcassonne sur,,
,25/10/201,,,
,,le thème de la modernisation du,,
,1,,,
112236,,secteur public de la santé,Aude,C.Alix
,26/10/201,,,
112238,1,Rencontre avec XV de France,Élysée,C.Alix
,26/10/201,,,
112239,1,Conseil Européen à Bruxelles,Belgique,P.Segrette
,27/10/201,"Émission télévisée ""Face à la",,
112240,1,"Crise""",Élysée,C.Alix
,28/10/201,Déjeuner avec le Conseil,,
112241,1,National du Numérique,Élysée,P.Segrette
,,Rencontre avec les représentants,,
,02/11/201,,,
,,de la communauté des affaires «,,
,1,,,
112242,,Business 20 » - B20,Élysée,L.Blevennec
,,Réunion de travail  avec les,,
,02/11/201,,,
,,ONG dans le cadre de la,,
,1,,,
112243,,préparation du Sommet du G20,Élysée,L.Blevennec
112244,02/11/201,Déjeuner de travail avec les,Élysée,L.Blevennec
,,représentants syndicaux du «,,
,1,,,
,,Labour 20 » - L20,,
,02/11/201,,,
112245,1,Sommet du G8-G20 à Cannes,Alpes-Maritimes,P.Segrette/C.Alix
,,Cérémonie Franco-américaine à,,
,,"Cannes, suivi d'interview du",,
,03/11/201,,,
,,"Président avec Barack Obama,",,
,1,,,
,,Président de la République des,,
112246,,États-Unis d'Amérique,Alpes-Maritimes,P.Segrette/C.Alix
,,Entretien avec Jules,,
,07/11/201,,,
,,"HOFFMANN, Prix Nobel de",,
,1,,,
112247,,médecine,Élysée,L.Blevennec
,08/11/201,Déplacement à Strasbourg sur,,
112249,1,la modernisation des universités,Bas-Rhin,L.Blevennec
,,Entretien avec Thomas BONI,,
,08/11/201,,,
,,"YAYI, Président de la",,
,1,,,
112250,,République du Bénin,Élysée,C.Alix
,09/11/201,Déplacement à Colombey-les-,,
112251,1,deux-Eglises,Haute-Marne,P.Segrette
,,"Entretien avec Maram STERN,",,
,09/11/201,,,
,,secrétaire général délégué du,,
,1,,,
112252,,Congrès juif mondial,Élysée,L.Blevennec
,,Décoration collective: Jean-,,
,,"François DEHECQ, Maria",,
,,"CHAPELLE, Michel",,
,,"GUERARD, Benoît RENAUD,",,
,09/11/201,,,
,,"Danielle RIVAL, Sébou",,
,1,,,
,,"SARIAN, François-Régis",,
,,"HUTIN, Béate KLARSFELD,",,
,,Catherine HUSSON-,,
112253,,"TROCHAIN, Laurent ALLARD",Élysée,L.Blevennec/C.Alix
,,Cérémonie du 11 Novembre à,,
,11/11/201,,,
,,l'Arc de Triomphe et dépôt de,,
,1,,,
112254,,gerbe à Clémenceau,Paris,L.Blevennec/P.Segrette
,,Inauguration du musée de la,,
,11/11/201,,,
,,Grande Guerre à Meaux et,,
,1,,,
112255,,Villeroy,Seine-et-Marne,L.Blevennec
,,Déplacement à Bordeaux sur le,,
,15/11/201,,,
,,thème de la lutte contre les,,
,1,,,
112257,,fraudes sociales,Gironde,P.Segrette
,16/11/201,,,
112259,1,Photos avec Thierry MARIANI,Élysée,P.Segrette
112260,16/11/201,Décoration collective: Michel,Élysée,L.Blevennec/P.Segrette
,1,"CAMDESSUS, Martine",,
,,"CLEMENT, Bernard HAYOT,",,
,,"Gilberto BENETTON,",,
,,"Christine-Noëlle BAUDIN,",,
,,"Ramon FERNANDEZ, Sophie",,
,,"GREGOIRE, Alice SANCEY-",,
,,"RICHARD, André TRIGANO,",,
,,Philippe de FONTAINE VIVE,,
,,"CURTAZ, Laurence PARISOT",,
,,Discours à l'occasion du 3ème,,
,17/11/201,,,
,,anniversaire du Fonds,,
,1,,,
112261,,Stratégique d'Investissement,Élysée,C.Alix
,17/11/201,Déjeuner avec une délégation de,,
112262,1,la Gendarmerie Nationale,Élysée,P.Segrette
,,Forum d'Avignon et du sommet,,
,,culturel sur la création à l'ère,,
,18/11/201,,,
,,"numérique, organisé dans le",,
,1,,,
,,cadre de la présidence française,,
112263,,du G20 et du G8,Vaucluse,C.Alix
,,Entretien avec Ricardo,,
,18/11/201,,,
,,"MARTINELLI, Président de la",,
,1,,,
112264,,République du Panama,Élysée,P.Segrette
,,Rencontre avec les industriels,,
,21/11/201,,,
,,européens de l'European,,
,1,,,
112265,,Roundtable of industrial,Élysée,L.Blevennec
,,"Remise par Dominique Baudis,",,
,,défenseur de droits du premier,,
,21/11/201,rapport consacré aux droits de,,
,1,"l'enfant, intitulé « Enfants",,
,,"confiés, enfants placés : défendre",,
112266,,et promouvoir leurs droits »,Élysée,P.Segrette
,,Décoration collective: Jean-,,
,,"Pierre CHANGEUX, Claudie",,
,,"HAIGNERE, Henri DE",,
,,"LUMLEY, Edouard BRIDOUX,",,
,21/11/201,"Didier RAOULT, Henri",,
,1,"BISMUTH, Jacques",,
,,"BLAMONT, Claude",,
,,"ALLEGRE, Jacqueline",,
,,"DUTHEIL DE LA ROCHERE,",,
112267,,Christiane ZIEGLER,Élysée,L.Blevennec/C.Alix
,,Déplacement au Centre National,,
,22/11/201,d'Études Spatiales (CNES) à,,
,1,"Toulouse , à l'occasion des 50",,
112268,,ans du CNES,Haute-Garonne,L.Blevennec
,22/11/201,Discours à l'occasion du Forum,,
112269,1,asiatique de Boao,Élysée,C.Alix
,,Déjeuner de travail avec,,
,23/11/201,"Richard PRASQUIER, Conseil",,
,1,représentatif des institutions,,
112270,,juives de France (CRIF),Élysée,C.Alix
,,Discours à l'occasion du 94ème,,
,23/11/201,,,
,,Congrès de l'Association des,,
,1,,,
112271,,Maires de France,Élysée,P.Segrette/C.Alix
112272,24/11/201,Rencontre tripartite avec Angela,Bas-Rhin,C.Alix
,1,"Merkel, Chancelière",,
,,"d'Allemagne et Mario Monti,",,
,,Président du conseil italien à,,
,,Strasbourg,,
,,Déplacement à Orange et,,
,25/11/201,Pierrelatte consacré à la,,
,1,politique énergétique de la,,
112273,,France,Drôme/Vaucluse,P.Segrette
,,Entretien avec Goodluck Ebele,,
,25/11/201,,,
,,"JONATHAN, Président de la",,
,1,,,
112274,,République Fédérale du Nigéria,Élysée,C.Alix
,,Réception offerte par M. le,,
,,Président de la République à,,
,25/11/201,,,
,,l'occasion de la remise de la,,
,1,,,
,,médaille des Meilleurs Ouvriers,,
112275,,de France,Élysée,P.Segrette/C.Alix
,28/11/201,Prise d'armes d'automne aux,,
112276,1,Invalides,Paris,L.Blevennec/C.Alix
,28/11/201,Déjeuner avec des Chefs,,
112277,1,d'entreprise de bourgogne,Élysée,L.Blevennec
,,Déplacement à Marsan et,,
,,Gimont sur le thème des,,
,29/11/201,,,
,,conditions de vie des,,
,1,,,
,,agriculteurs et leurs moyens de,,
112279,,production,Gers,C.Alix
,30/11/201,Cérémonie des écharpes d'or de,,
112280,1,la Prévention Routière,Élysée,L.Blevennec
,,Discours sur les conséquences,,
,01/12/201,que le France et l'Europe doivent,,
,1,tirer des crises au Zénith Oméga,,
112281,,de Toulon,Var,L.Blevennec
,02/12/201,Entretien avec le syndicat de,,
112282,1,l'UFAP,Élysée,C.Alix
,,Déjeuner de travail avec David,,
,02/12/201,"Cameron, Premier ministre du",,
,1,Royaume-Uni de Grande-,,
112284,,Bretagne et d'Irlande du Nord,Élysée,P.Segrette
,,Discours sur la modernisation,,
,,"des transports urbains, à",,
,05/12/201,,,
,,l'occasion de la mise en service,,
,1,,,
,,de la nouvelle rame du RER A,,
112285,,au CNIT de La Défense,Hauts-de-Seine,L.Blevennec
,,"Déjeuner avec Angela Merkel,",,
,05/12/201,,,
,,Chancelière de la République,,
,1,,,
112286,,Fédérale d'Allemagne,Élysée,P.Segrette
,,Cérémonie de remise des,,
,,insignes de Commandeur de la,,
,05/12/201,,,
,,Légion d'Honneur à Martin,,
,1,,,
,,"SCORSESE, suivi d'un dîner",,
112287,,privé,Élysée,P.Segrette
,06/12/201,Visite inaugurale du nouveau,,
112288,1,siège de Google France à Paris,Paris,P.Segrette
,,Entretien avec Timothy,,
,07/12/201,,,
,,"GEITHNER, Secrétaire au",,
,1,,,
112291,,Trésor des États-Unis,Élysée,C.Alix
,,Entretien avec Andry,,
,07/12/201,,,
,,"RAJOELINA, Président de la",,
,1,,,
112293,,Transition malgache,Élysée,C.Alix
,07/12/201,,,
112294,1,"Conférence ""LE WEB 2011""",Élysée,P.Segrette
,,Déjeuner avec les chefs d'États,,
,,et de gouvernements européens,,
,08/12/201,,,
,,participant au Congrès du Parti,,
,1,,,
,,populaire européen (PPE) à,,
112295,,Marseille,Bouches-du-Rhône,P.Segrette
,08/12/201,,,
112296,1,Conseil Européen à Bruxelles,Belgique,P.Segrette
,12/12/201,"Entretien avec Joël MERGUI,",,
112299,1,Président du Consistoire de Paris,Élysée,L.Blevennec
,12/12/201,Discours au Conseil,,
112300,1,Économique et Social à Paris,Paris,C.Alix
,13/12/201,Déplacement à Sallanches sur le,,
112301,1,thème « Produire en France »,Haute-Savoie,L.Blevennec
,,Entretien avec Mahmoud,,
,13/12/201,,,
,,"ABBAS, Président de l'autorité",,
,1,,,
112302,,nationale Palestinienne,Élysée,C.Alix
,14/12/201,,,
112305,1,Arbre de noël de l'Élysée,Élysée,Segrette/Alix/Blevennec
,15/12/201,Visite du Centre hospitalier de,,
112306,1,Bourges,Cher,C.Alix
,,Entretien avec Gilles,,
,16/12/201,,,
,,"BERNHEIM, Grand rabbin de",,
,1,,,
112308,,France,Élysée,L.Blevennec
,,Allocution à l'occasion du 50e,,
,16/12/201,anniversaire du concours,,
,1,national de la résistance et de la,,
112309,,déportation,Élysée,Alix/Blevennec
,,Décoration Collective: Jacques,,
,,"BARROT, Jean de PONTON",,
,,"D’AMECOURT,Valérie",,
,,"BERNIS, Philippe CROIZON,",,
,16/12/201,,,
,,"Leila SOLH-HAMADÉ, Muriel",,
,1,,,
,,"BEYER, Malika SOREL-",,
,,"SUTTER, Philippe DUMAS,",,
,,"Louis ORENGA de GAFFORY,",,
112310,,Cédric GOUBET,Élysée,Alix/Blevennec
,19/12/201,Déplacement au Centre,,
112311,1,Hospitalier d'Argenteuil,Val d'Oise,L.Blevennec
,19/12/201,Déjeuner avec des entrepreneurs,,
112312,1,du Nord,Élysée,C.Alix
112313,20/12/201,Déplacement sur le thème de la,Ardèche,P.Segrette
,1,médecine de proximité à Vans et,,
,,Joyeuse,,
,,"Entretien avec I.O GUELLEH,",,
,21/12/201,,,
,,Président de la République de,,
,1,,,
112315,,DJIBOUTI,Élysée,L.Blevennec
,,Décoration collective: Luc,,
,,"MONTAGNIER, Mady",,
,,"MESPLÉ, Jacques ROGGE,",,
,21/12/201,"Michèle MOUTON, Alain",,
,1,"OLIVE, Haïm MUSICANT,",,
,,"Béatrice VIALLE, Bernard",,
,,"FRAHI, Michèle FRANOZ,",,
112316,,Sophie POUX,Élysée,Blevennec/Segrette
,,Remise de lettres de créance:,,
,,"Érythrée, Mauritanie,",,
,,"Afghanistan, Vietnam, Soudan,",,
,,"Bosnie-Herzégovine, Inde,",,
,22/12/201,,,
,,"Autriche, Suisse, Philippines,",,
,1,,,
,,"Burkina Faso, Monaco, Gabon,",,
,,"Mozambique, Pérou, Chypre,",,
,,"Congo, Japon, Saint-Martin,",,
112318,,"Barbade, Libye",Élysée,L.Blevennec
,,Visite du centre logistique des,,
,22/12/201,,,
,,Restos du cœur à Vitry-sur-,,
,1,,,
112319,,Seine,Val de Marne,L.Blevennec
,,Cérémonie de funérailles du,,
,23/12/201,"président Vaclav Havel, qui aura",,
,1,lieu à la cathédrale Saint-Guy à,,
112322,,Prague,République Tchèque,L.Blevennec
,31/12/201,,,
112325,1,Vœux aux français,Élysée,P.Segrette
N°Reportage,Date,Intitulé,Lieux,Photographe
122326,01/01/12,Déplacement à Metz pour rendrehommage aux personnels depermanence de la régionLorraine ayant travaillé durant lanuit de la Saint-Sylvestre,Moselle,P.Segrette
122327,03/01/12,Déplacement à l'école navale deLanvéoc-Poulmic à l'occasiondes vœux aux Armées,Finistère,C.Alix
122328,04/01/12,Vœux au Gouvernement,Élysée,C.Alix
122329,05/01/12,Déplacement à Chasseneuil-du-poitou à l'occasion des vœux aumonde de l'éducation et de larecherche,Vienne,P.Segrette
122330,06/01/12,Déplacement à Domrémy-la-Pucelle et Vaucouleurs àl'occasion du 600èmeanniversaire de la naissance deJeanne d'Arc,Vosges/Meuse,L.Blevennec
122331,06/01/12,"Entretien avec Mario MONTI,Président du Conseil italien",Élysée,P.Segrette
122332,06/01/12,Clôture par M. le Président de laRépublique du colloque «Nouveau Monde »,Élysée,C.Alix
122333,09/01/12,"Déplacement à Berlin àl'occasion d'un déjeuner detravail avec Angela MERKEL,Chancelière de la Républiquefédérale d'Allemagne",Allemagne,P.Segrette
122334,10/01/12,Vœux Santé à Mulhouse,Haut-Rhin,C.Alix
122335,11/01/12,Réunion avec François Baroin etChristine Lagarde au SalonBoucher à Marigny,Élysée,C.Alix
122336,11/01/12,"Entretien avec ChristineLagarde, Directrice Générale duFMI",Élysée,L.Blevennec
122337,11/01/12,Vœux aux parlementaires,Élysée,Blevennec/Alix
122338,12/01/12,Visite de la maison natale deCharles de Gaulle et vœux auxFonctionnaires à Lille,Nord,L.Blevennec
122339,12/01/12,"Remise du rapport sur l’emploides jeunes par AlainJOYANDET, Député de Haute-Saône et ancien ministre",Élysée,C.Alix
122340,12/01/12,Remise de la galette del’épiphanie par la Confédération,Élysée,P.Segrette
,,nationale de la Boulangerie-Pâtisserie,,
122341,13/01/12,Réception des vœux aux HautesJuridictions,Élysée,L.Blevennec
122342,13/01/12,Entretien avec dix responsablesde réseaux d’entrepreneursspécialisés dans le champ de lacroissance et de l’innovation,Élysée,C.Alix
,,,,
122344,14/01/12,Interview de Bernard HenriLévy du Président de laRépublique pour son film sur laLibye,Élysée,L.Blevennec
122345,15/01/12,Déplacement à Amboisel’occasion du 100èmeanniversaire de la naissance deMichel DEBRÉ,Indre-et-Loire,L.Blevennec
122346,16/01/12,"Cérémonie de remise du collierde la Toison d'Or et entretienavec M. Rajoy, PremierMinistre du Royaume d'Espagneà Madrid",Espagne,P.Segrette
,,,,
122348,17/01/12,Vœux au monde agricole et ruralà Pamiers,Ariège,L.Blevennec
,,,,
122350,18/01/12,Sommet sur l'emploi et la crise,Élysée,P.Segrette
122351,18/01/12,Réunion avec les représentantsde la Fédération nationale dessyndicats d'exploitants agricoles,Élysée,P.Segrette
122352,18/01/12,Réunion avec les représentantsde l’Association française desentreprises privées,Élysée,P.Segrette
122353,19/01/12,Visite de l'usine SEB-Calor àPont-Évêque et vœux aux forceséconomiques et aux acteurs del'emploi à Lyon,Isère/Rhône,C.Alix
122354,19/01/12,"Entretien avec FrançoisFONDARD, président del’Union national des associationsfamiliales",Élysée,P.Segrette
122355,20/01/12,Vœux au corps diplomatique,Élysée,L.Blevennec
122356,21/01/12,"Déplacement à Cayenne, Visitedu village de Talwen et CentreSpatial guyanais",Guyane,P.Segrette
